start_date,city,#trips
2019-01-01,Chicago,1312
2019-01-01,NYC,21962
2019-01-01,San Francisco,2437
2019-01-02,Chicago,4170
2019-01-02,NYC,37797
2019-01-02,San Francisco,5820
2019-01-03,Chicago,5618
2019-01-03,NYC,41676
2019-01-03,San Francisco,6351
2019-01-04,Chicago,6793
2019-01-04,NYC,43922
2019-01-04,San Francisco,6447
2019-01-05,Chicago,6179
2019-01-05,NYC,17432
2019-01-05,San Francisco,2119
2019-01-06,Chicago,3677
2019-01-06,NYC,31451
2019-01-06,San Francisco,678
2019-01-07,Chicago,4731
2019-01-07,NYC,36486
2019-01-07,San Francisco,6901
2019-01-08,Chicago,6951
2019-01-08,NYC,41163
2019-01-08,San Francisco,7186
2019-01-09,Chicago,5100
2019-01-09,NYC,44338
2019-01-09,San Francisco,7072
2019-01-10,Chicago,5245
2019-01-10,NYC,38971
2019-01-10,San Francisco,7694
2019-01-11,Chicago,5750
2019-01-11,NYC,32805
2019-01-11,San Francisco,5811
2019-01-12,Chicago,1394
2019-01-12,NYC,25131
2019-01-12,San Francisco,4383
2019-01-13,Chicago,1759
2019-01-13,NYC,22752
2019-01-13,San Francisco,3849
2019-01-14,Chicago,5074
2019-01-14,NYC,34970
2019-01-14,San Francisco,7039
2019-01-15,Chicago,5246
2019-01-15,NYC,39068
2019-01-15,San Francisco,3451
2019-01-16,Chicago,5725
2019-01-16,NYC,40349
2019-01-16,San Francisco,4502
2019-01-17,Chicago,5682
2019-01-17,NYC,38956
2019-01-17,San Francisco,5783
2019-01-18,Chicago,4993
2019-01-18,NYC,34227
2019-01-18,San Francisco,7586
2019-01-19,Chicago,528
2019-01-19,NYC,23748
2019-01-19,San Francisco,5012
2019-01-20,Chicago,757
2019-01-20,NYC,14249
2019-01-20,San Francisco,2546
2019-01-21,Chicago,1646
2019-01-21,NYC,10291
2019-01-21,San Francisco,5285
2019-01-22,Chicago,2883
2019-01-22,NYC,28562
2019-01-22,San Francisco,8725
2019-01-23,Chicago,2995
2019-01-23,NYC,41483
2019-01-23,San Francisco,9066
2019-01-24,Chicago,3210
2019-01-24,NYC,20081
2019-01-24,San Francisco,9280
2019-01-25,Chicago,1726
2019-01-25,NYC,38813
2019-01-25,San Francisco,8901
2019-01-26,Chicago,826
2019-01-26,NYC,26298
2019-01-26,San Francisco,5508
2019-01-27,Chicago,708
2019-01-27,NYC,30021
2019-01-27,San Francisco,4984
2019-01-28,Chicago,1034
2019-01-28,NYC,35584
2019-01-28,San Francisco,9417
2019-01-29,Chicago,1041
2019-01-29,NYC,30928
2019-01-29,San Francisco,9539
2019-01-30,Chicago,165
2019-01-30,NYC,25142
2019-01-30,San Francisco,9370
2019-01-31,Chicago,354
2019-01-31,NYC,18631
2019-01-31,San Francisco,9340
2019-02-01,Chicago,1790
2019-02-01,NYC,24982
2019-02-01,San Francisco,6133
2019-02-02,Chicago,1905
2019-02-02,NYC,22002
2019-02-02,San Francisco,3231
2019-02-03,Chicago,2582
2019-02-03,NYC,31934
2019-02-03,San Francisco,2841
2019-02-04,Chicago,5594
2019-02-04,NYC,46376
2019-02-04,San Francisco,5491
2019-02-05,Chicago,5248
2019-02-05,NYC,54161
2019-02-05,San Francisco,8486
2019-02-06,Chicago,5484
2019-02-06,NYC,39215
2019-02-06,San Francisco,9057
2019-02-07,Chicago,3956
2019-02-07,NYC,43177
2019-02-07,San Francisco,9234
2019-02-08,Chicago,2882
2019-02-08,NYC,36454
2019-02-08,San Francisco,6356
2019-02-09,Chicago,1948
2019-02-09,NYC,23765
2019-02-09,San Francisco,2730
2019-02-10,Chicago,1417
2019-02-10,NYC,24131
2019-02-10,San Francisco,3960
2019-02-11,Chicago,4071
2019-02-11,NYC,38636
2019-02-11,San Francisco,8681
2019-02-12,Chicago,2368
2019-02-12,NYC,15854
2019-02-12,San Francisco,8473
2019-02-13,Chicago,3681
2019-02-13,NYC,34941
2019-02-13,San Francisco,3202
2019-02-14,Chicago,5710
2019-02-14,NYC,41650
2019-02-14,San Francisco,6598
2019-02-15,Chicago,3748
2019-02-15,NYC,46863
2019-02-15,San Francisco,7288
2019-02-16,Chicago,2240
2019-02-16,NYC,31034
2019-02-16,San Francisco,3993
2019-02-17,Chicago,1002
2019-02-17,NYC,24037
2019-02-17,San Francisco,4225
2019-02-18,Chicago,2227
2019-02-18,NYC,25827
2019-02-18,San Francisco,5647
2019-02-19,Chicago,4539
2019-02-19,NYC,34676
2019-02-19,San Francisco,9467
2019-02-20,Chicago,3393
2019-02-20,NYC,20426
2019-02-20,San Francisco,9667
2019-02-21,Chicago,5031
2019-02-21,NYC,39499
2019-02-21,San Francisco,9536
2019-02-22,Chicago,5253
2019-02-22,NYC,41794
2019-02-22,San Francisco,9204
2019-02-23,Chicago,1314
2019-02-23,NYC,31608
2019-02-23,San Francisco,5451
2019-02-24,Chicago,1386
2019-02-24,NYC,24272
2019-02-24,San Francisco,4497
2019-02-25,Chicago,3878
2019-02-25,NYC,34216
2019-02-25,San Francisco,7033
2019-02-26,Chicago,4183
2019-02-26,NYC,37516
2019-02-26,San Francisco,5387
2019-02-27,Chicago,4790
2019-02-27,NYC,36475
2019-02-27,San Francisco,7715
2019-02-28,Chicago,4566
2019-02-28,NYC,38223
2019-02-28,San Francisco,9829
2019-03-01,Chicago,4989
2019-03-01,NYC,30233
2019-03-01,San Francisco,9078
2019-03-02,Chicago,2443
2019-03-02,NYC,18001
2019-03-02,San Francisco,3073
2019-03-03,Chicago,1649
2019-03-03,NYC,23239
2019-03-03,San Francisco,4066
2019-03-04,Chicago,2721
2019-03-04,NYC,28421
2019-03-04,San Francisco,8940
2019-03-05,Chicago,3556
2019-03-05,NYC,37097
2019-03-05,San Francisco,7101
2019-03-06,Chicago,4395
2019-03-06,NYC,33279
2019-03-06,San Francisco,7233
2019-03-07,Chicago,4754
2019-03-07,NYC,35907
2019-03-07,San Francisco,9850
2019-03-08,Chicago,4992
2019-03-08,NYC,40406
2019-03-08,San Francisco,9393
2019-03-09,Chicago,2085
2019-03-09,NYC,38928
2019-03-09,San Francisco,4050
2019-03-10,Chicago,2263
2019-03-10,NYC,18897
2019-03-10,San Francisco,4211
2019-03-11,Chicago,6235
2019-03-11,NYC,52413
2019-03-11,San Francisco,10018
2019-03-12,Chicago,7815
2019-03-12,NYC,47207
2019-03-12,San Francisco,10657
2019-03-13,Chicago,6354
2019-03-13,NYC,50120
2019-03-13,San Francisco,10683
2019-03-14,Chicago,6887
2019-03-14,NYC,57466
2019-03-14,San Francisco,10701
2019-03-15,Chicago,5510
2019-03-15,NYC,57506
2019-03-15,San Francisco,10417
2019-03-16,Chicago,4243
2019-03-16,NYC,42138
2019-03-16,San Francisco,7149
2019-03-17,Chicago,4544
2019-03-17,NYC,36824
2019-03-17,San Francisco,6780
2019-03-18,Chicago,7020
2019-03-18,NYC,46532
2019-03-18,San Francisco,10977
2019-03-19,Chicago,8543
2019-03-19,NYC,52981
2019-03-19,San Francisco,11638
2019-03-20,Chicago,4970
2019-03-20,NYC,55379
2019-03-20,San Francisco,9265
2019-03-21,Chicago,6555
2019-03-21,NYC,21238
2019-03-21,San Francisco,11218
2019-03-22,Chicago,6971
2019-03-22,NYC,35463
2019-03-22,San Francisco,6327
2019-03-23,Chicago,6668
2019-03-23,NYC,37375
2019-03-23,San Francisco,6598
2019-03-24,Chicago,3251
2019-03-24,NYC,50312
2019-03-24,San Francisco,6031
2019-03-25,Chicago,6168
2019-03-25,NYC,53451
2019-03-25,San Francisco,7273
2019-03-26,Chicago,7320
2019-03-26,NYC,55414
2019-03-26,San Francisco,10193
2019-03-27,Chicago,9192
2019-03-27,NYC,54473
2019-03-27,San Francisco,9798
2019-03-28,Chicago,9335
2019-03-28,NYC,58529
2019-03-28,San Francisco,9896
2019-03-29,Chicago,7650
2019-03-29,NYC,59307
2019-03-29,San Francisco,10018
2019-03-30,Chicago,3529
2019-03-30,NYC,66662
2019-03-30,San Francisco,7010
2019-03-31,Chicago,3004
2019-03-31,NYC,32762
2019-03-31,San Francisco,6657
2019-04-01,Chicago,7560
2019-04-01,NYC,51391
2019-04-01,San Francisco,9827
2019-04-02,Chicago,8696
2019-04-02,NYC,57891
2019-04-02,San Francisco,8834
2019-04-03,Chicago,9217
2019-04-03,NYC,67911
2019-04-03,San Francisco,11085
2019-04-04,Chicago,4675
2019-04-04,NYC,66396
2019-04-04,San Francisco,11347
2019-04-05,Chicago,8616
2019-04-05,NYC,34459
2019-04-05,San Francisco,8862
2019-04-06,Chicago,10132
2019-04-06,NYC,66529
2019-04-06,San Francisco,7155
2019-04-07,Chicago,6604
2019-04-07,NYC,64709
2019-04-07,San Francisco,7147
2019-04-08,Chicago,13947
2019-04-08,NYC,70500
2019-04-08,San Francisco,10578
2019-04-09,Chicago,13327
2019-04-09,NYC,59327
2019-04-09,San Francisco,12335
2019-04-10,Chicago,6212
2019-04-10,NYC,70977
2019-04-10,San Francisco,12567
2019-04-11,Chicago,8699
2019-04-11,NYC,62414
2019-04-11,San Francisco,12170
2019-04-12,Chicago,8604
2019-04-12,NYC,57998
2019-04-12,San Francisco,12325
2019-04-13,Chicago,8363
2019-04-13,NYC,71492
2019-04-13,San Francisco,8050
2019-04-14,Chicago,692
2019-04-14,NYC,58470
2019-04-14,San Francisco,4034
2019-04-15,Chicago,8706
2019-04-15,NYC,45654
2019-04-15,San Francisco,5877
2019-04-16,Chicago,12179
2019-04-16,NYC,63316
2019-04-16,San Francisco,6947
2019-04-17,Chicago,12467
2019-04-17,NYC,65238
2019-04-17,San Francisco,7482
2019-04-18,Chicago,6478
2019-04-18,NYC,61555
2019-04-18,San Francisco,7843
2019-04-19,Chicago,6515
2019-04-19,NYC,64933
2019-04-19,San Francisco,6922
2019-04-20,Chicago,8152
2019-04-20,NYC,36784
2019-04-20,San Francisco,3636
2019-04-21,Chicago,13159
2019-04-21,NYC,51865
2019-04-21,San Francisco,3470
2019-04-22,Chicago,14617
2019-04-22,NYC,44109
2019-04-22,San Francisco,7485
2019-04-23,Chicago,11029
2019-04-23,NYC,75434
2019-04-23,San Francisco,7864
2019-04-24,Chicago,12080
2019-04-24,NYC,77723
2019-04-24,San Francisco,7718
2019-04-25,Chicago,12646
2019-04-25,NYC,60821
2019-04-25,San Francisco,7490
2019-04-26,Chicago,13726
2019-04-26,NYC,37115
2019-04-26,San Francisco,7353
2019-04-27,Chicago,1633
2019-04-27,NYC,56434
2019-04-27,San Francisco,4229
2019-04-28,Chicago,6635
2019-04-28,NYC,41200
2019-04-28,San Francisco,3706
2019-04-29,Chicago,5169
2019-04-29,NYC,60789
2019-04-29,San Francisco,7146
2019-04-30,Chicago,4775
2019-04-30,NYC,62660
2019-04-30,San Francisco,7627
2019-05-01,Chicago,8854
2019-05-01,NYC,60897
2019-05-01,San Francisco,7877
2019-05-02,Chicago,6064
2019-05-02,NYC,68701
2019-05-02,San Francisco,7535
2019-05-03,Chicago,10254
2019-05-03,NYC,62405
2019-05-03,San Francisco,7107
2019-05-04,Chicago,11370
2019-05-04,NYC,56023
2019-05-04,San Francisco,3798
2019-05-05,Chicago,16370
2019-05-05,NYC,16169
2019-05-05,San Francisco,3601
2019-05-06,Chicago,10751
2019-05-06,NYC,69914
2019-05-06,San Francisco,6844
2019-05-07,Chicago,8073
2019-05-07,NYC,72824
2019-05-07,San Francisco,7379
2019-05-08,Chicago,10803
2019-05-08,NYC,76389
2019-05-08,San Francisco,7539
2019-05-09,Chicago,11687
2019-05-09,NYC,66681
2019-05-09,San Francisco,7511
2019-05-10,Chicago,11441
2019-05-10,NYC,68039
2019-05-10,San Francisco,6883
2019-05-11,Chicago,5125
2019-05-11,NYC,69788
2019-05-11,San Francisco,4192
2019-05-12,Chicago,4939
2019-05-12,NYC,10729
2019-05-12,San Francisco,3364
2019-05-13,Chicago,12645
2019-05-13,NYC,22296
2019-05-13,San Francisco,7154
2019-05-14,Chicago,14973
2019-05-14,NYC,42780
2019-05-14,San Francisco,7337
2019-05-15,Chicago,16457
2019-05-15,NYC,74307
2019-05-15,San Francisco,3747
2019-05-16,Chicago,13987
2019-05-16,NYC,77878
2019-05-16,San Francisco,5253
2019-05-17,Chicago,9201
2019-05-17,NYC,72112
2019-05-17,San Francisco,7024
2019-05-18,Chicago,10365
2019-05-18,NYC,73143
2019-05-18,San Francisco,1496
2019-05-19,Chicago,9514
2019-05-19,NYC,69920
2019-05-19,San Francisco,3312
2019-05-20,Chicago,12202
2019-05-20,NYC,74489
2019-05-20,San Francisco,7450
2019-05-21,Chicago,8386
2019-05-21,NYC,79254
2019-05-21,San Francisco,5947
2019-05-22,Chicago,17102
2019-05-22,NYC,82007
2019-05-22,San Francisco,7742
2019-05-23,Chicago,17999
2019-05-23,NYC,56575
2019-05-23,San Francisco,7334
2019-05-24,Chicago,11301
2019-05-24,NYC,74857
2019-05-24,San Francisco,6251
2019-05-25,Chicago,16482
2019-05-25,NYC,59492
2019-05-25,San Francisco,3757
2019-05-26,Chicago,12761
2019-05-26,NYC,49950
2019-05-26,San Francisco,2814
2019-05-27,Chicago,7323
2019-05-27,NYC,66595
2019-05-27,San Francisco,3139
2019-05-28,Chicago,10875
2019-05-28,NYC,59432
2019-05-28,San Francisco,7057
2019-05-29,Chicago,14717
2019-05-29,NYC,55089
2019-05-29,San Francisco,7658
2019-05-30,Chicago,16271
2019-05-30,NYC,52481
2019-05-30,San Francisco,7124
2019-05-31,Chicago,19166
2019-05-31,NYC,83347
2019-05-31,San Francisco,6937
2019-06-01,Chicago,11292
2019-06-01,NYC,76419
2019-06-01,San Francisco,3851
2019-06-02,Chicago,16173
2019-06-02,NYC,67298
2019-06-02,San Francisco,3532
2019-06-03,Chicago,15350
2019-06-03,NYC,77694
2019-06-03,San Francisco,7391
2019-06-04,Chicago,15878
2019-06-04,NYC,83299
2019-06-04,San Francisco,8020
2019-06-05,Chicago,16804
2019-06-05,NYC,78805
2019-06-05,San Francisco,7997
2019-06-06,Chicago,16804
2019-06-06,NYC,81356
2019-06-06,San Francisco,7693
2019-06-07,Chicago,18401
2019-06-07,NYC,82950
2019-06-07,San Francisco,7262
2019-06-08,Chicago,18766
2019-06-08,NYC,78096
2019-06-08,San Francisco,4696
2019-06-09,Chicago,9638
2019-06-09,NYC,73972
2019-06-09,San Francisco,4157
2019-06-10,Chicago,17641
2019-06-10,NYC,37024
2019-06-10,San Francisco,7240
2019-06-11,Chicago,19054
2019-06-11,NYC,78052
2019-06-11,San Francisco,8072
2019-06-12,Chicago,11725
2019-06-12,NYC,85042
2019-06-12,San Francisco,7732
2019-06-13,Chicago,14815
2019-06-13,NYC,49195
2019-06-13,San Francisco,7424
2019-06-14,Chicago,18933
2019-06-14,NYC,80613
2019-06-14,San Francisco,6671
2019-06-15,Chicago,7676
2019-06-15,NYC,73899
2019-06-15,San Francisco,3623
2019-06-16,Chicago,9510
2019-06-16,NYC,55523
2019-06-16,San Francisco,3331
2019-06-17,Chicago,15283
2019-06-17,NYC,72530
2019-06-17,San Francisco,7274
2019-06-18,Chicago,17358
2019-06-18,NYC,36402
2019-06-18,San Francisco,7919
2019-06-19,Chicago,13894
2019-06-19,NYC,63674
2019-06-19,San Francisco,7816
2019-06-20,Chicago,13453
2019-06-20,NYC,59926
2019-06-20,San Francisco,7947
2019-06-21,Chicago,17939
2019-06-21,NYC,65686
2019-06-21,San Francisco,7439
2019-06-22,Chicago,19941
2019-06-22,NYC,76612
2019-06-22,San Francisco,4479
2019-06-23,Chicago,11105
2019-06-23,NYC,75546
2019-06-23,San Francisco,4102
2019-06-24,Chicago,15249
2019-06-24,NYC,80028
2019-06-24,San Francisco,7453
2019-06-25,Chicago,20484
2019-06-25,NYC,65885
2019-06-25,San Francisco,8048
2019-06-26,Chicago,19872
2019-06-26,NYC,83301
2019-06-26,San Francisco,7927
2019-06-27,Chicago,19142
2019-06-27,NYC,81577
2019-06-27,San Francisco,7548
2019-06-28,Chicago,17915
2019-06-28,NYC,78682
2019-06-28,San Francisco,7012
2019-06-29,Chicago,21418
2019-06-29,NYC,62714
2019-06-29,San Francisco,4229
2019-06-30,Chicago,13882
2019-06-30,NYC,63570
2019-06-30,San Francisco,3873
2019-07-01,Chicago,19281
2019-07-01,NYC,78238
2019-07-01,San Francisco,7132
2019-07-02,Chicago,15708
2019-07-02,NYC,78158
2019-07-02,San Francisco,7503
2019-07-03,Chicago,18138
2019-07-03,NYC,74223
2019-07-03,San Francisco,6574
2019-07-04,Chicago,17174
2019-07-04,NYC,52712
2019-07-04,San Francisco,3310
2019-07-05,Chicago,16562
2019-07-05,NYC,58723
2019-07-05,San Francisco,4364
2019-07-06,Chicago,18487
2019-07-06,NYC,50897
2019-07-06,San Francisco,3517
2019-07-07,Chicago,13055
2019-07-07,NYC,61485
2019-07-07,San Francisco,3373
2019-07-08,Chicago,14373
2019-07-08,NYC,68030
2019-07-08,San Francisco,7331
2019-07-09,Chicago,19666
2019-07-09,NYC,83708
2019-07-09,San Francisco,7952
2019-07-10,Chicago,18099
2019-07-10,NYC,84219
2019-07-10,San Francisco,8196
2019-07-11,Chicago,18724
2019-07-11,NYC,54495
2019-07-11,San Francisco,8042
2019-07-12,Chicago,20870
2019-07-12,NYC,81075
2019-07-12,San Francisco,7722
2019-07-13,Chicago,20574
2019-07-13,NYC,76860
2019-07-13,San Francisco,4775
2019-07-14,Chicago,19625
2019-07-14,NYC,67911
2019-07-14,San Francisco,4272
2019-07-15,Chicago,18368
2019-07-15,NYC,81053
2019-07-15,San Francisco,8306
2019-07-16,Chicago,16133
2019-07-16,NYC,84569
2019-07-16,San Francisco,8873
2019-07-17,Chicago,17965
2019-07-17,NYC,69169
2019-07-17,San Francisco,8889
2019-07-18,Chicago,12895
2019-07-18,NYC,61067
2019-07-18,San Francisco,8774
2019-07-19,Chicago,16420
2019-07-19,NYC,75054
2019-07-19,San Francisco,9725
2019-07-20,Chicago,15600
2019-07-20,NYC,50576
2019-07-20,San Francisco,6868
2019-07-21,Chicago,12589
2019-07-21,NYC,48198
2019-07-21,San Francisco,6729
2019-07-22,Chicago,19826
2019-07-22,NYC,52376
2019-07-22,San Francisco,11406
2019-07-23,Chicago,20444
2019-07-23,NYC,66278
2019-07-23,San Francisco,13300
2019-07-24,Chicago,20743
2019-07-24,NYC,87644
2019-07-24,San Francisco,13391
2019-07-25,Chicago,20664
2019-07-25,NYC,86449
2019-07-25,San Francisco,13095
2019-07-26,Chicago,20208
2019-07-26,NYC,82881
2019-07-26,San Francisco,12911
2019-07-27,Chicago,20717
2019-07-27,NYC,72256
2019-07-27,San Francisco,9390
2019-07-28,Chicago,17742
2019-07-28,NYC,67672
2019-07-28,San Francisco,8710
2019-07-29,Chicago,15073
2019-07-29,NYC,78766
2019-07-29,San Francisco,11694
2019-07-30,Chicago,20724
2019-07-30,NYC,80742
2019-07-30,San Francisco,11982
2019-07-31,Chicago,20868
2019-07-31,NYC,65580
2019-07-31,San Francisco,9994
2019-08-01,Chicago,20957
2019-08-01,NYC,87706
2019-08-01,San Francisco,7399
2019-08-02,Chicago,21777
2019-08-02,NYC,82260
2019-08-02,San Francisco,6930
2019-08-03,Chicago,23002
2019-08-03,NYC,77285
2019-08-03,San Francisco,4221
2019-08-04,Chicago,19955
2019-08-04,NYC,66868
2019-08-04,San Francisco,3885
2019-08-05,Chicago,19865
2019-08-05,NYC,82393
2019-08-05,San Francisco,7572
2019-08-06,Chicago,20224
2019-08-06,NYC,82515
2019-08-06,San Francisco,7792
2019-08-07,Chicago,21182
2019-08-07,NYC,52193
2019-08-07,San Francisco,7676
2019-08-08,Chicago,21506
2019-08-08,NYC,79609
2019-08-08,San Francisco,7609
2019-08-09,Chicago,21320
2019-08-09,NYC,80280
2019-08-09,San Francisco,7270
2019-08-10,Chicago,22295
2019-08-10,NYC,82793
2019-08-10,San Francisco,4290
2019-08-11,Chicago,17500
2019-08-11,NYC,73365
2019-08-11,San Francisco,4314
2019-08-12,Chicago,13007
2019-08-12,NYC,81371
2019-08-12,San Francisco,7724
2019-08-13,Chicago,19085
2019-08-13,NYC,75004
2019-08-13,San Francisco,7997
2019-08-14,Chicago,18295
2019-08-14,NYC,75603
2019-08-14,San Francisco,8392
2019-08-15,Chicago,20723
2019-08-15,NYC,84883
2019-08-15,San Francisco,8014
2019-08-16,Chicago,19799
2019-08-16,NYC,81541
2019-08-16,San Francisco,7558
2019-08-17,Chicago,14822
2019-08-17,NYC,78121
2019-08-17,San Francisco,4635
2019-08-18,Chicago,14136
2019-08-18,NYC,56347
2019-08-18,San Francisco,4034
2019-08-19,Chicago,19618
2019-08-19,NYC,73963
2019-08-19,San Francisco,7785
2019-08-20,Chicago,15744
2019-08-20,NYC,82301
2019-08-20,San Francisco,8333
2019-08-21,Chicago,19374
2019-08-21,NYC,73026
2019-08-21,San Francisco,8470
2019-08-22,Chicago,20889
2019-08-22,NYC,73740
2019-08-22,San Francisco,8330
2019-08-23,Chicago,20779
2019-08-23,NYC,63765
2019-08-23,San Francisco,7706
2019-08-24,Chicago,21589
2019-08-24,NYC,74220
2019-08-24,San Francisco,4356
2019-08-25,Chicago,17678
2019-08-25,NYC,71900
2019-08-25,San Francisco,4312
2019-08-26,Chicago,10277
2019-08-26,NYC,79027
2019-08-26,San Francisco,8272
2019-08-27,Chicago,19595
2019-08-27,NYC,82744
2019-08-27,San Francisco,8407
2019-08-28,Chicago,19677
2019-08-28,NYC,65082
2019-08-28,San Francisco,8341
2019-08-29,Chicago,19328
2019-08-29,NYC,83267
2019-08-29,San Francisco,8136
2019-08-30,Chicago,18825
2019-08-30,NYC,76815
2019-08-30,San Francisco,6956
2019-08-31,Chicago,17361
2019-08-31,NYC,64237
2019-08-31,San Francisco,3863
2019-09-01,Chicago,16751
2019-09-01,NYC,62667
2019-09-01,San Francisco,3518
2019-09-02,Chicago,18934
2019-09-02,NYC,37792
2019-09-02,San Francisco,3530
2019-09-03,Chicago,13481
2019-09-03,NYC,83716
2019-09-03,San Francisco,8277
2019-09-04,Chicago,18383
2019-09-04,NYC,84833
2019-09-04,San Francisco,8832
2019-09-05,Chicago,20129
2019-09-05,NYC,89656
2019-09-05,San Francisco,8516
2019-09-06,Chicago,17138
2019-09-06,NYC,55227
2019-09-06,San Francisco,8233
2019-09-07,Chicago,18704
2019-09-07,NYC,78220
2019-09-07,San Francisco,4396
2019-09-08,Chicago,10430
2019-09-08,NYC,72515
2019-09-08,San Francisco,4153
2019-09-09,Chicago,17027
2019-09-09,NYC,84809
2019-09-09,San Francisco,8622
2019-09-10,Chicago,18278
2019-09-10,NYC,87584
2019-09-10,San Francisco,8843
2019-09-11,Chicago,18079
2019-09-11,NYC,90448
2019-09-11,San Francisco,9093
2019-09-12,Chicago,17715
2019-09-12,NYC,70159
2019-09-12,San Francisco,9219
2019-09-13,Chicago,16447
2019-09-13,NYC,87636
2019-09-13,San Francisco,8357
2019-09-14,Chicago,20696
2019-09-14,NYC,75457
2019-09-14,San Francisco,4866
2019-09-15,Chicago,13371
2019-09-15,NYC,78968
2019-09-15,San Francisco,4436
2019-09-16,Chicago,17615
2019-09-16,NYC,82106
2019-09-16,San Francisco,7808
2019-09-17,Chicago,18969
2019-09-17,NYC,93117
2019-09-17,San Francisco,8881
2019-09-18,Chicago,19463
2019-09-18,NYC,90306
2019-09-18,San Francisco,8186
2019-09-19,Chicago,19532
2019-09-19,NYC,89655
2019-09-19,San Francisco,9309
2019-09-20,Chicago,19849
2019-09-20,NYC,90534
2019-09-20,San Francisco,8861
2019-09-21,Chicago,14369
2019-09-21,NYC,98755
2019-09-21,San Francisco,5206
2019-09-22,Chicago,6901
2019-09-22,NYC,76422
2019-09-22,San Francisco,4810
2019-09-23,Chicago,18694
2019-09-23,NYC,85489
2019-09-23,San Francisco,8982
2019-09-24,Chicago,19718
2019-09-24,NYC,93044
2019-09-24,San Francisco,9202
2019-09-25,Chicago,18299
2019-09-25,NYC,94015
2019-09-25,San Francisco,9387
2019-09-26,Chicago,19256
2019-09-26,NYC,84593
2019-09-26,San Francisco,9373
2019-09-27,Chicago,9091
2019-09-27,NYC,93268
2019-09-27,San Francisco,7768
2019-09-28,Chicago,9362
2019-09-28,NYC,81603
2019-09-28,San Francisco,4719
2019-09-29,Chicago,8282
2019-09-29,NYC,75753
2019-09-29,San Francisco,4317
2019-09-30,Chicago,18256
2019-09-30,NYC,76553
2019-09-30,San Francisco,8286
2019-10-01,Chicago,18425
2019-10-01,NYC,87033
2019-10-01,San Francisco,9132
2019-10-02,Chicago,9882
2019-10-02,NYC,79821
2019-10-02,San Francisco,8951
2019-10-03,Chicago,15647
2019-10-03,NYC,39067
2019-10-03,San Francisco,9061
2019-10-04,Chicago,14570
2019-10-04,NYC,83360
2019-10-04,San Francisco,8485
2019-10-05,Chicago,10452
2019-10-05,NYC,69131
2019-10-05,San Francisco,5030
2019-10-06,Chicago,13396
2019-10-06,NYC,60532
2019-10-06,San Francisco,4767
2019-10-07,Chicago,17256
2019-10-07,NYC,77323
2019-10-07,San Francisco,9058
2019-10-08,Chicago,17537
2019-10-08,NYC,80569
2019-10-08,San Francisco,9141
