start_date,city,#trips
2021-04-27,Chicago,18266
2021-04-27,NYC,79576
2021-04-27,San Francisco,4872
2021-04-28,Chicago,6812
2021-04-28,NYC,96329
2021-04-28,San Francisco,5344
2021-04-29,Chicago,9869
2021-04-29,NYC,70576
2021-04-29,San Francisco,4821
2021-04-30,Chicago,12313
2021-04-30,NYC,80693
2021-04-30,San Francisco,5021
2021-05-01,Chicago,24401
2021-05-01,NYC,92840
2021-05-01,San Francisco,5512
2021-05-02,Chicago,24799
2021-05-02,NYC,93982
2021-05-02,San Francisco,5369
2021-05-03,Chicago,9803
2021-05-03,NYC,60831
2021-05-03,San Francisco,4803
2021-05-04,Chicago,9327
2021-05-04,NYC,87014
2021-05-04,San Francisco,5133
2021-05-05,Chicago,12602
2021-05-05,NYC,49749
2021-05-05,San Francisco,4939
2021-05-06,Chicago,9574
2021-05-06,NYC,93267
2021-05-06,San Francisco,4933
2021-05-07,Chicago,13499
2021-05-07,NYC,91204
2021-05-07,San Francisco,6206
2021-05-08,Chicago,15241
2021-05-08,NYC,59759
2021-05-08,San Francisco,7075
2021-05-09,Chicago,7333
2021-05-09,NYC,53317
2021-05-09,San Francisco,5657
2021-05-10,Chicago,9367
2021-05-10,NYC,71172
2021-05-10,San Francisco,5206
2021-05-11,Chicago,11099
2021-05-11,NYC,89079
2021-05-11,San Francisco,5257
2021-05-12,Chicago,13436
2021-05-12,NYC,94864
2021-05-12,San Francisco,5186
2021-05-13,Chicago,16592
2021-05-13,NYC,100737
2021-05-13,San Francisco,5344
2021-05-14,Chicago,20480
2021-05-14,NYC,107380
2021-05-14,San Francisco,5425
2021-05-15,Chicago,15523
2021-05-15,NYC,118947
2021-05-15,San Francisco,5582
2021-05-16,Chicago,23552
2021-05-16,NYC,97138
2021-05-16,San Francisco,4668
2021-05-17,Chicago,15219
2021-05-17,NYC,95272
2021-05-17,San Francisco,4204
2021-05-18,Chicago,12671
2021-05-18,NYC,105861
2021-05-18,San Francisco,5128
2021-05-19,Chicago,16068
2021-05-19,NYC,109860
2021-05-19,San Francisco,5046
2021-05-20,Chicago,20540
2021-05-20,NYC,108242
2021-05-20,San Francisco,5306
2021-05-21,Chicago,24921
2021-05-21,NYC,112908
2021-05-21,San Francisco,6776
2021-05-22,Chicago,35025
2021-05-22,NYC,116548
2021-05-22,San Francisco,6911
2021-05-23,Chicago,21597
2021-05-23,NYC,107595
2021-05-23,San Francisco,5253
2021-05-24,Chicago,19949
2021-05-24,NYC,89255
2021-05-24,San Francisco,4913
2021-05-25,Chicago,18914
2021-05-25,NYC,107021
2021-05-25,San Francisco,5220
2021-05-26,Chicago,20490
2021-05-26,NYC,97890
2021-05-26,San Francisco,5329
2021-05-27,Chicago,11836
2021-05-27,NYC,112627
2021-05-27,San Francisco,5857
2021-05-28,Chicago,7319
2021-05-28,NYC,62800
2021-05-28,San Francisco,5857
2021-05-29,Chicago,21812
2021-05-29,NYC,30059
2021-05-29,San Francisco,5434
2021-05-30,Chicago,26981
2021-05-30,NYC,17684
2021-05-30,San Francisco,6312
2021-05-31,Chicago,21663
2021-05-31,NYC,89263
2021-05-31,San Francisco,5801
2021-06-01,Chicago,19510
2021-06-01,NYC,99568
2021-06-01,San Francisco,4948
2021-06-02,Chicago,20270
2021-06-02,NYC,106586
2021-06-02,San Francisco,5238
2021-06-03,Chicago,23576
2021-06-03,NYC,70042
2021-06-03,San Francisco,5896
2021-06-04,Chicago,25839
2021-06-04,NYC,86676
2021-06-04,San Francisco,6245
2021-06-05,Chicago,36697
2021-06-05,NYC,121369
2021-06-05,San Francisco,7074
2021-06-06,Chicago,29112
2021-06-06,NYC,106212
2021-06-06,San Francisco,6013
2021-06-07,Chicago,17672
2021-06-07,NYC,98136
2021-06-07,San Francisco,4999
2021-06-08,Chicago,22651
2021-06-08,NYC,74849
2021-06-08,San Francisco,5613
2021-06-09,Chicago,24871
2021-06-09,NYC,112208
2021-06-09,San Francisco,5796
2021-06-10,Chicago,25642
2021-06-10,NYC,121438
2021-06-10,San Francisco,6031
2021-06-11,Chicago,29897
2021-06-11,NYC,108153
2021-06-11,San Francisco,7296
2021-06-12,Chicago,34624
2021-06-12,NYC,117012
2021-06-12,San Francisco,8179
2021-06-13,Chicago,34832
2021-06-13,NYC,102575
2021-06-13,San Francisco,6312
2021-06-14,Chicago,23382
2021-06-14,NYC,84523
2021-06-14,San Francisco,5644
2021-06-15,Chicago,24204
2021-06-15,NYC,119217
2021-06-15,San Francisco,6674
2021-06-16,Chicago,25620
2021-06-16,NYC,122265
2021-06-16,San Francisco,7188
2021-06-17,Chicago,26334
2021-06-17,NYC,121535
2021-06-17,San Francisco,7550
2021-06-18,Chicago,28091
2021-06-18,NYC,123246
2021-06-18,San Francisco,8627
2021-06-19,Chicago,36328
2021-06-19,NYC,107542
2021-06-19,San Francisco,8396
2021-06-20,Chicago,21156
2021-06-20,NYC,107533
2021-06-20,San Francisco,6444
2021-06-21,Chicago,21563
2021-06-21,NYC,101975
2021-06-21,San Francisco,5672
2021-06-22,Chicago,25528
2021-06-22,NYC,75593
2021-06-22,San Francisco,6429
2021-06-23,Chicago,23887
2021-06-23,NYC,123492
2021-06-23,San Francisco,6583
2021-06-24,Chicago,15244
2021-06-24,NYC,120780
2021-06-24,San Francisco,7229
2021-06-25,Chicago,16815
2021-06-25,NYC,116688
2021-06-25,San Francisco,7722
2021-06-26,Chicago,14662
2021-06-26,NYC,119093
2021-06-26,San Francisco,9487
2021-06-27,Chicago,28657
2021-06-27,NYC,110160
2021-06-27,San Francisco,7218
2021-06-28,Chicago,16326
2021-06-28,NYC,98754
2021-06-28,San Francisco,5790
2021-06-29,Chicago,17727
2021-06-29,NYC,103426
2021-06-29,San Francisco,6175
2021-06-30,Chicago,18878
2021-06-30,NYC,96871
2021-06-30,San Francisco,6025
2021-07-01,Chicago,24750
2021-07-01,NYC,68029
2021-07-01,San Francisco,6225
2021-07-02,Chicago,26714
2021-07-02,NYC,78211
2021-07-02,San Francisco,6283
2021-07-03,Chicago,33045
2021-07-03,NYC,68499
2021-07-03,San Francisco,6462
2021-07-04,Chicago,33307
2021-07-04,NYC,101570
2021-07-04,San Francisco,7387
2021-07-05,Chicago,27237
2021-07-05,NYC,97858
2021-07-05,San Francisco,5752
2021-07-06,Chicago,23627
2021-07-06,NYC,77404
2021-07-06,San Francisco,5813
2021-07-07,Chicago,22992
2021-07-07,NYC,102953
2021-07-07,San Francisco,6269
2021-07-08,Chicago,22995
2021-07-08,NYC,74952
2021-07-08,San Francisco,7138
2021-07-09,Chicago,29584
2021-07-09,NYC,86377
2021-07-09,San Francisco,7851
2021-07-10,Chicago,25046
2021-07-10,NYC,109400
2021-07-10,San Francisco,8353
2021-07-11,Chicago,13238
2021-07-11,NYC,103479
2021-07-11,San Francisco,6185
2021-07-12,Chicago,20058
2021-07-12,NYC,87989
2021-07-12,San Francisco,5452
2021-07-13,Chicago,22885
2021-07-13,NYC,105508
2021-07-13,San Francisco,5971
2021-07-14,Chicago,25505
2021-07-14,NYC,110453
2021-07-14,San Francisco,6746
2021-07-15,Chicago,20869
2021-07-15,NYC,112482
2021-07-15,San Francisco,6521
2021-07-16,Chicago,24010
2021-07-16,NYC,108273
2021-07-16,San Francisco,7208
2021-07-17,Chicago,37261
2021-07-17,NYC,82393
2021-07-17,San Francisco,8303
2021-07-18,Chicago,32017
2021-07-18,NYC,99910
2021-07-18,San Francisco,6678
2021-07-19,Chicago,23872
2021-07-19,NYC,102765
2021-07-19,San Francisco,5976
2021-07-20,Chicago,26227
2021-07-20,NYC,111603
2021-07-20,San Francisco,6754
2021-07-21,Chicago,25444
2021-07-21,NYC,108755
2021-07-21,San Francisco,7026
2021-07-22,Chicago,26101
2021-07-22,NYC,118482
2021-07-22,San Francisco,7288
2021-07-23,Chicago,26232
2021-07-23,NYC,112617
2021-07-23,San Francisco,8108
2021-07-24,Chicago,31669
2021-07-24,NYC,125233
2021-07-24,San Francisco,8321
2021-07-25,Chicago,30928
2021-07-25,NYC,98055
2021-07-25,San Francisco,6808
2021-07-26,Chicago,23652
2021-07-26,NYC,98830
2021-07-26,San Francisco,5641
2021-07-27,Chicago,25047
2021-07-27,NYC,106208
2021-07-27,San Francisco,7121
2021-07-28,Chicago,26151
2021-07-28,NYC,112492
2021-07-28,San Francisco,7280
2021-07-29,Chicago,26560
2021-07-29,NYC,76088
2021-07-29,San Francisco,7434
2021-07-30,Chicago,29648
2021-07-30,NYC,115766
2021-07-30,San Francisco,7642
2021-07-31,Chicago,35739
2021-07-31,NYC,121903
2021-07-31,San Francisco,7926
2021-08-01,Chicago,30058
2021-08-01,NYC,94660
2021-08-01,San Francisco,6850
2021-08-02,Chicago,23302
2021-08-02,NYC,103217
2021-08-02,San Francisco,6132
2021-08-03,Chicago,24773
2021-08-03,NYC,108958
2021-08-03,San Francisco,6159
2021-08-04,Chicago,25215
2021-08-04,NYC,109230
2021-08-04,San Francisco,6243
2021-08-05,Chicago,26213
2021-08-05,NYC,109449
2021-08-05,San Francisco,5794
2021-08-06,Chicago,26876
2021-08-06,NYC,109426
2021-08-06,San Francisco,6720
2021-08-07,Chicago,35580
2021-08-07,NYC,115257
2021-08-07,San Francisco,7614
2021-08-08,Chicago,27451
2021-08-08,NYC,75455
2021-08-08,San Francisco,6132
2021-08-09,Chicago,17085
2021-08-09,NYC,96503
2021-08-09,San Francisco,5675
2021-08-10,Chicago,20539
2021-08-10,NYC,92678
2021-08-10,San Francisco,6663
2021-08-11,Chicago,21222
2021-08-11,NYC,97923
2021-08-11,San Francisco,6735
2021-08-12,Chicago,24047
2021-08-12,NYC,99787
2021-08-12,San Francisco,6824
2021-08-13,Chicago,28742
2021-08-13,NYC,98715
2021-08-13,San Francisco,7686
2021-08-14,Chicago,37328
2021-08-14,NYC,111781
2021-08-14,San Francisco,7930
2021-08-15,Chicago,31379
2021-08-15,NYC,108602
2021-08-15,San Francisco,6695
2021-08-16,Chicago,23447
2021-08-16,NYC,102320
2021-08-16,San Francisco,6260
2021-08-17,Chicago,24852
2021-08-17,NYC,107423
2021-08-17,San Francisco,6642
2021-08-18,Chicago,25211
2021-08-18,NYC,106527
2021-08-18,San Francisco,6932
2021-08-19,Chicago,25160
2021-08-19,NYC,104846
2021-08-19,San Francisco,6655
2021-08-20,Chicago,28344
2021-08-20,NYC,102337
2021-08-20,San Francisco,6853
2021-08-21,Chicago,31412
2021-08-21,NYC,96370
2021-08-21,San Francisco,7107
2021-08-22,Chicago,30316
2021-08-22,NYC,15852
2021-08-22,San Francisco,6462
2021-08-23,Chicago,23607
2021-08-23,NYC,76853
2021-08-23,San Francisco,5526
2021-08-24,Chicago,17496
2021-08-24,NYC,109279
2021-08-24,San Francisco,6342
2021-08-25,Chicago,20604
2021-08-25,NYC,106712
2021-08-25,San Francisco,6709
2021-08-26,Chicago,26247
2021-08-26,NYC,103683
2021-08-26,San Francisco,7107
2021-08-27,Chicago,27724
2021-08-27,NYC,88698
2021-08-27,San Francisco,7987
2021-08-28,Chicago,30735
2021-08-28,NYC,104332
2021-08-28,San Francisco,8068
2021-08-29,Chicago,23554
2021-08-29,NYC,102469
2021-08-29,San Francisco,6093
2021-08-30,Chicago,22570
2021-08-30,NYC,101166
2021-08-30,San Francisco,5917
2021-08-31,Chicago,23263
2021-08-31,NYC,111970
2021-08-31,San Francisco,6511
2021-09-01,Chicago,25025
2021-09-01,NYC,50782
2021-09-01,San Francisco,6554
2021-09-02,Chicago,24981
2021-09-02,NYC,126450
2021-09-02,San Francisco,6553
2021-09-03,Chicago,24010
2021-09-03,NYC,115060
2021-09-03,San Francisco,7353
2021-09-04,Chicago,27857
2021-09-04,NYC,109096
2021-09-04,San Francisco,7586
2021-09-05,Chicago,32858
2021-09-05,NYC,87491
2021-09-05,San Francisco,7280
2021-09-06,Chicago,29033
2021-09-06,NYC,106319
2021-09-06,San Francisco,6179
2021-09-07,Chicago,19407
2021-09-07,NYC,106915
2021-09-07,San Francisco,6186
2021-09-08,Chicago,24442
2021-09-08,NYC,113132
2021-09-08,San Francisco,6922
2021-09-09,Chicago,25208
2021-09-09,NYC,77648
2021-09-09,San Francisco,6613
2021-09-10,Chicago,26983
2021-09-10,NYC,126605
2021-09-10,San Francisco,6984
2021-09-11,Chicago,32806
2021-09-11,NYC,133564
2021-09-11,San Francisco,8078
2021-09-12,Chicago,26935
2021-09-12,NYC,117208
2021-09-12,San Francisco,6915
2021-09-13,Chicago,21851
2021-09-13,NYC,105983
2021-09-13,San Francisco,6387
2021-09-14,Chicago,23357
2021-09-14,NYC,118471
2021-09-14,San Francisco,6856
2021-09-15,Chicago,24853
2021-09-15,NYC,118359
2021-09-15,San Francisco,6934
2021-09-16,Chicago,27164
2021-09-16,NYC,109630
2021-09-16,San Francisco,6760
2021-09-17,Chicago,27005
2021-09-17,NYC,111908
2021-09-17,San Francisco,7681
2021-09-18,Chicago,33011
2021-09-18,NYC,124633
2021-09-18,San Francisco,8284
2021-09-19,Chicago,28802
2021-09-19,NYC,116461
2021-09-19,San Francisco,8602
2021-09-20,Chicago,20055
2021-09-20,NYC,109092
2021-09-20,San Francisco,6603
2021-09-21,Chicago,18303
2021-09-21,NYC,113237
2021-09-21,San Francisco,7146
2021-09-22,Chicago,17179
2021-09-22,NYC,113373
2021-09-22,San Francisco,6999
2021-09-23,Chicago,20728
2021-09-23,NYC,86729
2021-09-23,San Francisco,7213
2021-09-24,Chicago,24947
2021-09-24,NYC,115890
2021-09-24,San Francisco,7535
2021-09-25,Chicago,30473
2021-09-25,NYC,125178
2021-09-25,San Francisco,7485
2021-09-26,Chicago,26707
2021-09-26,NYC,113543
2021-09-26,San Francisco,6916
2021-09-27,Chicago,21688
2021-09-27,NYC,106803
2021-09-27,San Francisco,5383
2021-09-28,Chicago,22755
2021-09-28,NYC,96552
2021-09-28,San Francisco,7281
2021-09-29,Chicago,23645
2021-09-29,NYC,111532
2021-09-29,San Francisco,7307
2021-09-30,Chicago,24079
2021-09-30,NYC,112577
2021-09-30,San Francisco,7937
2021-10-01,Chicago,27170
2021-10-01,NYC,115828
2021-10-01,San Francisco,9040
2021-10-02,Chicago,24616
2021-10-02,NYC,120155
2021-10-02,San Francisco,8978
2021-10-03,Chicago,19724
2021-10-03,NYC,108304
2021-10-03,San Francisco,7597
2021-10-04,Chicago,18688
2021-10-04,NYC,73613
2021-10-04,San Francisco,6138
2021-10-05,Chicago,21168
2021-10-05,NYC,103932
2021-10-05,San Francisco,6567
2021-10-06,Chicago,21918
2021-10-06,NYC,110685
2021-10-06,San Francisco,6844
2021-10-07,Chicago,17278
2021-10-07,NYC,115335
2021-10-07,San Francisco,6693
2021-10-08,Chicago,22166
2021-10-08,NYC,115808
2021-10-08,San Francisco,8770
2021-10-09,Chicago,33202
2021-10-09,NYC,108091
2021-10-09,San Francisco,10823
2021-10-10,Chicago,32031
2021-10-10,NYC,69386
2021-10-10,San Francisco,8208
2021-10-11,Chicago,13970
2021-10-11,NYC,97257
2021-10-11,San Francisco,5884
2021-10-12,Chicago,20992
2021-10-12,NYC,108314
2021-10-12,San Francisco,6416
2021-10-13,Chicago,19563
2021-10-13,NYC,109850
2021-10-13,San Francisco,6406
2021-10-14,Chicago,22356
2021-10-14,NYC,116278
2021-10-14,San Francisco,8340
2021-10-15,Chicago,21814
2021-10-15,NYC,118471
2021-10-15,San Francisco,8134
2021-10-16,Chicago,27107
2021-10-16,NYC,99245
2021-10-16,San Francisco,9322
2021-10-17,Chicago,25205
2021-10-17,NYC,90860
2021-10-17,San Francisco,6026
2021-10-18,Chicago,21671
2021-10-18,NYC,87314
2021-10-18,San Francisco,5809
2021-10-19,Chicago,23869
2021-10-19,NYC,100118
2021-10-19,San Francisco,6402
2021-10-20,Chicago,23718
2021-10-20,NYC,112026
2021-10-20,San Francisco,4016
2021-10-21,Chicago,18304
2021-10-21,NYC,113734
2021-10-21,San Francisco,5377
2021-10-22,Chicago,20768
2021-10-22,NYC,111573
2021-10-22,San Francisco,6431
2021-10-23,Chicago,23200
2021-10-23,NYC,91369
2021-10-23,San Francisco,6160
2021-10-24,Chicago,5649
2021-10-24,NYC,85039
2021-10-24,San Francisco,753
2021-10-25,Chicago,9386
2021-10-25,NYC,92446
2021-10-25,San Francisco,5252
2021-10-26,Chicago,18617
2021-10-26,NYC,48015
2021-10-26,San Francisco,6275
2021-10-27,Chicago,19386
2021-10-27,NYC,97986
2021-10-27,San Francisco,7110
2021-10-28,Chicago,11512
2021-10-28,NYC,100689
2021-10-28,San Francisco,8416
2021-10-29,Chicago,7409
2021-10-29,NYC,82622
2021-10-29,San Francisco,11329
2021-10-30,Chicago,20598
2021-10-30,NYC,79170
2021-10-30,San Francisco,9889
2021-10-31,Chicago,18171
2021-10-31,NYC,85726
2021-10-31,San Francisco,9165
2021-11-01,Chicago,14447
2021-11-01,NYC,89655
2021-11-01,San Francisco,3783
2021-11-02,Chicago,14943
2021-11-02,NYC,82811
2021-11-02,San Francisco,6689
2021-11-03,Chicago,14820
2021-11-03,NYC,87259
2021-11-03,San Francisco,7489
2021-11-04,Chicago,15088
2021-11-04,NYC,85758
2021-11-04,San Francisco,7366
2021-11-05,Chicago,16397
2021-11-05,NYC,86279
2021-11-05,San Francisco,7576
2021-11-06,Chicago,19119
2021-11-06,NYC,84659
2021-11-06,San Francisco,7378
2021-11-07,Chicago,19074
2021-11-07,NYC,79380
2021-11-07,San Francisco,6360
2021-11-08,Chicago,17506
2021-11-08,NYC,84958
2021-11-08,San Francisco,4802
2021-11-09,Chicago,16771
2021-11-09,NYC,96712
2021-11-09,San Francisco,4693
2021-11-10,Chicago,17681
2021-11-10,NYC,98195
2021-11-10,San Francisco,7020
2021-11-11,Chicago,12299
2021-11-11,NYC,92925
2021-11-11,San Francisco,7266
2021-11-12,Chicago,10226
2021-11-12,NYC,69975
2021-11-12,San Francisco,8430
2021-11-13,Chicago,10999
2021-11-13,NYC,71475
2021-11-13,San Francisco,8562
2021-11-14,Chicago,7400
2021-11-14,NYC,63193
2021-11-14,San Francisco,6785
2021-11-15,Chicago,9989
2021-11-15,NYC,68372
2021-11-15,San Francisco,5937
2021-11-16,Chicago,13773
2021-11-16,NYC,77279
2021-11-16,San Francisco,6751
2021-11-17,Chicago,11620
2021-11-17,NYC,85554
2021-11-17,San Francisco,7045
2021-11-18,Chicago,11062
2021-11-18,NYC,94672
2021-11-18,San Francisco,6608
2021-11-19,Chicago,11914
2021-11-19,NYC,74090
2021-11-19,San Francisco,5983
2021-11-20,Chicago,13318
2021-11-20,NYC,69554
2021-11-20,San Francisco,6777
2021-11-21,Chicago,11087
2021-11-21,NYC,65383
2021-11-21,San Francisco,5784
2021-11-22,Chicago,8582
2021-11-22,NYC,63652
2021-11-22,San Francisco,5427
2021-11-23,Chicago,9536
2021-11-23,NYC,61201
2021-11-23,San Francisco,5640
2021-11-24,Chicago,9032
2021-11-24,NYC,57450
2021-11-24,San Francisco,5437
2021-11-25,Chicago,4191
2021-11-25,NYC,35034
2021-11-25,San Francisco,3096
2021-11-26,Chicago,4572
2021-11-26,NYC,31985
2021-11-26,San Francisco,4265
2021-11-27,Chicago,6483
2021-11-27,NYC,37424
2021-11-27,San Francisco,4961
2021-11-28,Chicago,6442
2021-11-28,NYC,41660
2021-11-28,San Francisco,4830
2021-11-29,Chicago,9331
2021-11-29,NYC,58569
2021-11-29,San Francisco,5049
2021-11-30,Chicago,12276
2021-11-30,NYC,64170
2021-11-30,San Francisco,5976
2021-12-01,Chicago,12529
2021-12-01,NYC,74033
2021-12-01,San Francisco,6533
2021-12-02,Chicago,15179
2021-12-02,NYC,79362
2021-12-02,San Francisco,6671
2021-12-03,Chicago,13872
2021-12-03,NYC,72585
2021-12-03,San Francisco,6855
2021-12-04,Chicago,12192
2021-12-04,NYC,68161
2021-12-04,San Francisco,6422
2021-12-05,Chicago,4926
2021-12-05,NYC,62509
2021-12-05,San Francisco,5033
2021-12-06,Chicago,7763
2021-12-06,NYC,67735
2021-12-06,San Francisco,5241
2021-12-07,Chicago,7487
2021-12-07,NYC,67189
2021-12-07,San Francisco,6671
2021-12-08,Chicago,9350
2021-12-08,NYC,65876
2021-12-08,San Francisco,6660
2021-12-09,Chicago,10877
2021-12-09,NYC,66553
2021-12-09,San Francisco,6869
2021-12-10,Chicago,8171
2021-12-10,NYC,75593
2021-12-10,San Francisco,7286
2021-12-11,Chicago,8598
2021-12-11,NYC,64261
2021-12-11,San Francisco,7310
2021-12-12,Chicago,9019
2021-12-12,NYC,62109
2021-12-12,San Francisco,1700
2021-12-13,Chicago,9962
2021-12-13,NYC,68299
2021-12-13,San Francisco,1756
2021-12-14,Chicago,11190
2021-12-14,NYC,75703
2021-12-14,San Francisco,5251
2021-12-15,Chicago,12201
2021-12-15,NYC,73103
2021-12-15,San Francisco,4114
2021-12-16,Chicago,9486
2021-12-16,NYC,80607
2021-12-16,San Francisco,5875
2021-12-17,Chicago,9060
2021-12-17,NYC,78035
2021-12-17,San Francisco,6367
2021-12-18,Chicago,6303
2021-12-18,NYC,39513
2021-12-18,San Francisco,5411
2021-12-19,Chicago,6023
2021-12-19,NYC,40310
2021-12-19,San Francisco,3821
2021-12-20,Chicago,7590
2021-12-20,NYC,45540
2021-12-20,San Francisco,4143
2021-12-21,Chicago,6879
2021-12-21,NYC,50951
2021-12-21,San Francisco,3189
2021-12-22,Chicago,5292
2021-12-22,NYC,41926
2021-12-22,San Francisco,2087
2021-12-23,Chicago,6096
2021-12-23,NYC,41284
2021-12-23,San Francisco,2648
2021-12-24,Chicago,4806
2021-12-24,NYC,31319
2021-12-24,San Francisco,2527
2021-12-25,Chicago,3063
2021-12-25,NYC,16406
2021-12-25,San Francisco,724
2021-12-26,Chicago,3865
2021-12-26,NYC,31737
2021-12-26,San Francisco,1241
2021-12-27,Chicago,4903
2021-12-27,NYC,31583
2021-12-27,San Francisco,2161
2021-12-28,Chicago,2830
2021-12-28,NYC,40728
2021-12-28,San Francisco,2576
2021-12-29,Chicago,5370
2021-12-29,NYC,39656
2021-12-29,San Francisco,1374
2021-12-30,Chicago,6129
2021-12-30,NYC,46925
2021-12-30,San Francisco,3700
2021-12-31,Chicago,6529
2021-12-31,NYC,48696
2021-12-31,San Francisco,3622
2022-01-01,Chicago,2563
2022-01-01,NYC,20895
2022-01-01,San Francisco,3562
2022-01-02,Chicago,2062
2022-01-02,NYC,44234
2022-01-02,San Francisco,3200
2022-01-03,Chicago,3135
2022-01-03,NYC,34126
2022-01-03,San Francisco,2756
2022-01-04,Chicago,4377
2022-01-04,NYC,37879
2022-01-04,San Francisco,3240
2022-01-05,Chicago,2722
2022-01-05,NYC,35080
2022-01-05,San Francisco,3905
2022-01-06,Chicago,2852
2022-01-06,NYC,46004
2022-01-06,San Francisco,3859
2022-01-07,Chicago,2426
2022-01-07,NYC,17838
2022-01-07,San Francisco,3581
2022-01-08,Chicago,2604
2022-01-08,NYC,25129
2022-01-08,San Francisco,4769
2022-01-09,Chicago,2112
2022-01-09,NYC,22088
2022-01-09,San Francisco,4475
2022-01-10,Chicago,2685
2022-01-10,NYC,35717
2022-01-10,San Francisco,4282
2022-01-11,Chicago,3570
2022-01-11,NYC,27704
2022-01-11,San Francisco,4739
2022-01-12,Chicago,5735
2022-01-12,NYC,41636
2022-01-12,San Francisco,4900
2022-01-13,Chicago,5989
2022-01-13,NYC,51798
2022-01-13,San Francisco,5027
2022-01-14,Chicago,4922
2022-01-14,NYC,46837
2022-01-14,San Francisco,5288
2022-01-15,Chicago,3153
2022-01-15,NYC,23717
2022-01-15,San Francisco,5361
2022-01-16,Chicago,3354
2022-01-16,NYC,21588
2022-01-16,San Francisco,5060
2022-01-17,Chicago,3652
2022-01-17,NYC,29887
2022-01-17,San Francisco,4870
2022-01-18,Chicago,5770
2022-01-18,NYC,44045
2022-01-18,San Francisco,4749
2022-01-19,Chicago,4760
2022-01-19,NYC,55371
2022-01-19,San Francisco,5034
2022-01-20,Chicago,3868
2022-01-20,NYC,34901
2022-01-20,San Francisco,5326
2022-01-21,Chicago,4575
2022-01-21,NYC,35006
2022-01-21,San Francisco,5949
2022-01-22,Chicago,4093
2022-01-22,NYC,33018
2022-01-22,San Francisco,6695
2022-01-23,Chicago,1444
2022-01-23,NYC,33817
2022-01-23,San Francisco,5697
2022-01-24,Chicago,1802
2022-01-24,NYC,42591
2022-01-24,San Francisco,4746
2022-01-25,Chicago,2432
2022-01-25,NYC,51982
2022-01-25,San Francisco,5422
2022-01-26,Chicago,1957
2022-01-26,NYC,43279
2022-01-26,San Francisco,5507
2022-01-27,Chicago,3845
2022-01-27,NYC,45058
2022-01-27,San Francisco,5932
2022-01-28,Chicago,1888
2022-01-28,NYC,35740
2022-01-28,San Francisco,6165
2022-01-29,Chicago,2357
2022-01-29,NYC,2927
2022-01-29,San Francisco,6635
2022-01-30,Chicago,2537
2022-01-30,NYC,9688
2022-01-30,San Francisco,5548
2022-01-31,Chicago,4529
2022-01-31,NYC,22769
2022-01-31,San Francisco,4947
